iid,iid_clean,gender,wave,round,position,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,from,zipcode,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,satis_2,length,numdat_2,you_call,them_cal,date_3,numdat_3,num_in_3
170,170.7,1,7,16,15,154,0,0.25,0,27,2,15.38,17.31,17.31,17.31,17.31,15.38,0,6,10,10,5,9,6,6,5,2,28,Biochemistry,10,,4,2,1,India,,1,5,3,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,16.28,20.93,18.6,18.6,13.95,11.63,17.78,15.56,15.56,17.78,20,13.33,7,8,6,9,8,1,6,6,7,5,7,7,6,5,0,6,1,2,0,0,0,,
170,170.7,1,7,16,5,155,0,0.85,0,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,2,8,8,3,8,6,8,5,2,28,Biochemistry,10,,4,2,1,India,,1,5,3,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,16.28,20.93,18.6,18.6,13.95,11.63,17.78,15.56,15.56,17.78,20,13.33,7,8,6,9,8,1,6,7,7,6,6,6,6,6,0,6,1,2,0,0,0,,
170,170.7,1,7,16,7,156,0,0.75,0,30,1,14,18,16,18,18,16,0,4,8,10,3,10,8,3,2,2,28,Biochemistry,10,,4,2,1,India,,1,5,3,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,16.28,20.93,18.6,18.6,13.95,11.63,17.78,15.56,15.56,17.78,20,13.33,7,8,6,9,8,1,6,8,8,7,8,8,6,5,0,6,1,2,0,0,0,,
170,170.7,1,7,16,16,157,0,-0.12,1,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,3,6,7,4,5,3,3,4,2,28,Biochemistry,10,,4,2,1,India,,1,5,3,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,16.28,20.93,18.6,18.6,13.95,11.63,17.78,15.56,15.56,17.78,20,13.33,7,8,6,9,8,1,6,6,6,5,7,6,5,6,0,6,1,2,0,0,0,,
171,171.7,1,7,16,9,142,1,-0.36,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,4,10,9,5,6,2,7,10,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,7,8,9,9,8,7,7,7,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,10,143,0,0.34,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,1,8,9,9,7,8,8,9,8,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,0,5,8,9,6,7,9,6,7,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,13,144,0,0.45,1,23,2,16,16,16,18,18,16,0,5,7,8,7,7,6,6,8,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,8,9,9,9,8,10,8,9,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,14,145,0,0.38,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,0,9,9,9,7,8,5,8,5,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,6,8,9,5,8,3,6,6,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,4,146,0,0.55,1,36,2,18.18,18.18,18.18,18.18,13.64,13.64,0,8,8,8,7,,,7,6,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,6,8,9,6,7,7,8,7,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,3,147,0,0.54,0,26,4,18,18,20,18,16,10,0,4,7,9,4,6,3,5,5,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,0,5,6,7,9,7,4,9,8,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,2,148,0,0.42,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,4,8,8,7,8,5,9,3,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,7,7,7,6,8,6,8,6,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,1,149,1,0.52,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,6,8,8,6,7,,7,6,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,8,7,8,6,9,10,9,8,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,8,150,0,0.46,1,31,2,12,20,20,20,14,14,0,6,7,9,6,9,,7,4,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,7,9,9,7,8,5,7,5,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,6,151,0,0.33,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,5,7,6,5,7,,5,6,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,9,9,8,8,7,6,8,7,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,12,152,0,0.46,0,27,4,14,20,20,14,18,14,0,6,7,8,8,,8,7,5,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,7,7,8,5,7,4,7,6,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,11,153,1,0.78,0,28,4,9.76,19.51,19.51,14.63,19.51,17.07,1,6,6,7,7,7,,5,5,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,6,8,8,6,7,4,6,7,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,15,154,1,0.53,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,8,9,9,8,8,8,8,5,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,9,7,8,8,10,5,8,9,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,5,155,0,0.52,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,4,7,7,4,8,5,5,7,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,10,8,8,8,9,6,8,4,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,7,156,0,0.19,0,30,1,14,18,16,18,18,16,0,5,8,10,2,9,2,2,2,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,6,8,9,9,10,4,6,5,0,7,1,3,4,2,1,2,
171,171.7,1,7,16,16,157,0,0.51,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,5,7,7,6,7,5,6,6,2,29,Finance,8,,2,1,1,France,"75,015",1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,1,9,8,9,9,10,5,9,6,0,7,1,3,4,2,1,2,
172,172.7,1,7,16,9,142,1,0.04,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,8,7,8,8,8,8,8,8,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,1,8,7,6,7,7,6,6,6,0,5,1,2,,,,,
172,172.7,1,7,16,10,143,0,-0.01,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,1,8,8,9,8,8,,9,8,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,0,,8,9,2,8,1,1,5,0,5,1,2,,,,,
172,172.7,1,7,16,13,144,0,0.52,1,23,2,16,16,16,18,18,16,0,5,8,7,7,8,7,7,9,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,0,4,7,8,5,6,4,4,5,0,5,1,2,,,,,
172,172.7,1,7,16,14,145,0,-0.25,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,1,9,9,9,7,8,7,9,5,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,0,2,7,9,2,4,2,3,7,0,5,1,2,,,,,
172,172.7,1,7,16,4,146,0,-0.29,1,36,2,18.18,18.18,18.18,18.18,13.64,13.64,0,8,8,8,7,,,6,4,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,0,1,4,5,1,3,1,1,,0,5,1,2,,,,,
172,172.7,1,7,16,3,147,1,0.01,0,26,4,18,18,20,18,16,10,1,8,10,10,10,8,8,10,10,1,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,1,8,4,,7,8,6,8,5,1,5,1,2,,,,,
172,172.7,1,7,16,2,148,0,-0.36,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,7,8,8,10,10,7,9,5,1,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,1,7,4,6,9,8,4,6,3,1,5,1,2,,,,,
172,172.7,1,7,16,1,149,1,-0.09,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,7,7,7,6,6,6,7,,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,1,6,4,7,5,6,7,6,6,0,5,1,2,,,,,
172,172.7,1,7,16,8,150,0,0.27,1,31,2,12,20,20,20,14,14,0,6,7,8,7,8,,7,4,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,0,4,6,8,4,6,3,3,9,0,5,1,2,,,,,
172,172.7,1,7,16,6,151,0,0,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,7,8,7,6,7,8,7,7,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,1,8,7,8,6,8,6,6,4,0,5,1,2,,,,,
172,172.7,1,7,16,12,152,0,0.02,0,27,4,14,20,20,14,18,14,0,6,8,7,8,9,,7,8,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,1,7,8,8,4,6,3,6,7,0,5,1,2,,,,,
172,172.7,1,7,16,11,153,0,0.29,0,28,4,9.76,19.51,19.51,14.63,19.51,17.07,1,6,5,6,6,7,,6,5,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,0,4,6,8,2,,1,4,5,0,5,1,2,,,,,
172,172.7,1,7,16,15,154,1,0.28,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,10,10,10,10,8,8,3,1,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,1,7,8,8,5,6,6,6,5,1,5,1,2,,,,,
172,172.7,1,7,16,5,155,0,-0.03,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,5,8,8,6,7,7,6,6,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,0,5,6,6,4,5,5,5,5,0,5,1,2,,,,,
172,172.7,1,7,16,7,156,1,-0.08,0,30,1,14,18,16,18,18,16,1,5,9,10,8,10,7,8,8,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,1,6,8,7,7,8,7,7,6,0,5,1,2,,,,,
172,172.7,1,7,16,16,157,0,0.36,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,7,7,7,8,7,7,6,7,2,27,Business,8,,2,5,7,"London, England",,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,1,8,5,7,8,9,6,8,4,1,5,1,2,,,,,
173,173.7,1,7,16,9,142,1,-0.21,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,6,4,8,9,9,9,8,7,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,1,8,7,7,7,5,5,7,5,0,6,3,3,,,,,
173,173.7,1,7,16,10,143,0,-0.03,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,0,7,5,8,9,8,,7,5,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,0,4,6,5,4,5,5,3,3,0,6,3,3,,,,,
173,173.7,1,7,16,13,144,0,0.72,1,23,2,16,16,16,18,18,16,0,6,7,8,6,7,6,6,8,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,0,5,7,6,6,6,5,4,4,0,6,3,3,,,,,
173,173.7,1,7,16,14,145,0,-0.5,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,1,8,10,10,10,10,10,10,6,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,0,4,6,6,5,5,5,4,4,0,6,3,3,,,,,
173,173.7,1,7,16,4,146,0,-0.21,1,36,2,18.18,18.18,18.18,18.18,13.64,13.64,0,6,8,8,8,,,5,3,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,0,5,6,5,5,5,4,4,3,0,6,3,3,,,,,
173,173.7,1,7,16,3,147,0,0.03,0,26,4,18,18,20,18,16,10,0,6,8,8,8,4,5,6,6,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,0,5,7,5,6,6,4,4,4,0,6,3,3,,,,,
173,173.7,1,7,16,2,148,0,-0.34,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,7,9,9,5,8,2,7,2,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,0,5,8,5,7,6,5,5,4,0,6,3,3,,,,,
173,173.7,1,7,16,1,149,1,0.15,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,5,8,8,7,4,,6,5,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,1,8,8,8,8,7,8,8,6,0,6,3,3,,,,,
173,173.7,1,7,16,8,150,0,0.39,1,31,2,12,20,20,20,14,14,0,6,8,8,8,8,,8,5,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,1,7,7,7,7,7,5,6,4,0,6,3,3,,,,,
173,173.7,1,7,16,6,151,1,0.09,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,1,8,7,8,9,6,10,9,9,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,1,9,8,7,8,7,7,8,6,0,6,3,3,,,,,
173,173.7,1,7,16,12,152,0,-0.15,0,27,4,14,20,20,14,18,14,0,5,8,8,6,7,7,7,7,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,0,5,5,5,5,5,5,5,3,0,6,3,3,,,,,
173,173.7,1,7,16,11,153,0,0.12,0,28,4,9.76,19.51,19.51,14.63,19.51,17.07,0,5,5,6,6,,,5,5,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,0,5,5,5,5,5,5,5,3,0,6,3,3,,,,,
173,173.7,1,7,16,15,154,1,0.54,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,9,10,9,9,7,8,5,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,1,6,7,6,7,6,6,7,4,0,6,3,3,,,,,
173,173.7,1,7,16,5,155,0,-0.13,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,3,8,8,4,8,6,5,7,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,1,6,7,7,8,7,5,6,5,0,6,3,3,,,,,
173,173.7,1,7,16,7,156,1,-0.15,0,30,1,14,18,16,18,18,16,1,6,9,10,9,9,7,8,7,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,1,7,7,7,7,7,6,6,5,0,6,3,3,,,,,
173,173.7,1,7,16,16,157,0,0.49,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,5,6,5,6,5,6,3,7,2,22,math,2,,2,5,7,NJ,"8,536",1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,1,7,8,8,8,8,7,7,6,0,6,3,3,,,,,
174,174.8,0,8,10,1,184,1,0.34,0,34,2,16.67,16.67,16.67,16.67,16.67,16.67,1,8,10,10,8,6,7,7,7,2,29,International Affairs/Finance,8,,4,1,1,Pennsylvania,"19,087",4,5,3,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,6,1,5,6,6,6,6,6,6,6,2,7,1,3,0,1,0,,
174,174.8,0,8,10,1,185,0,0.48,1,25,4,16.98,15.09,16.98,16.98,18.87,15.09,0,6,6,7,6,5,8,7,9,2,29,International Affairs/Finance,8,,4,1,1,Pennsylvania,"19,087",4,5,3,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,6,0,5,5,5,5,5,,5,5,2,7,1,3,0,1,0,,
174,174.8,0,8,10,1,186,0,0.35,1,24,4,19.44,19.44,22.22,16.67,11.11,11.11,0,4,6,6,,5,,5,3,2,29,International Affairs/Finance,8,,4,1,1,Pennsylvania,"19,087",4,5,3,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,6,1,5,5,6,6,6,6,6,6,2,7,1,3,0,1,0,,
174,174.8,0,8,10,1,187,1,0.71,0,26,2,16.98,16.98,18.87,16.98,13.21,16.98,1,6,8,,,,10,5,9,2,29,International Affairs/Finance,8,,4,1,1,Pennsylvania,"19,087",4,5,3,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,6,1,5,5,5,5,5,7,7,8,2,7,1,3,0,1,0,,
174,174.8,0,8,10,1,188,0,0.51,0,21,2,15.56,11.11,22.22,15.56,20,15.56,0,4,5,5,5,5,5,2,1,2,29,International Affairs/Finance,8,,4,1,1,Pennsylvania,"19,087",4,5,3,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,6,1,5,5,5,5,5,5,7,7,2,7,1,3,0,1,0,,
174,174.8,0,8,10,1,189,0,0.22,0,27,6,16.98,16.98,16.98,16.98,16.98,15.09,0,5,8,7,5,5,4,5,7,2,29,International Affairs/Finance,8,,4,1,1,Pennsylvania,"19,087",4,5,3,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,6,1,5,5,5,5,5,5,7,7,2,7,1,3,0,1,0,,
174,174.8,0,8,10,1,190,0,0.21,0,25,2,15.56,20,20,20,13.33,11.11,0,5,8,8,8,4,,4,6,2,29,International Affairs/Finance,8,,4,1,1,Pennsylvania,"19,087",4,5,3,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,6,1,5,5,6,6,6,6,6,8,2,7,1,3,0,1,0,,
174,174.8,0,8,10,1,191,0,0.32,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,0,5,8,7,6,6,8,5,6,2,29,International Affairs/Finance,8,,4,1,1,Pennsylvania,"19,087",4,5,3,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,6,1,5,6,5,7,7,6,6,8,2,7,1,3,0,1,0,,
